"date","tmin","tmax","rain","year","month","day","wy"
"10759",03/16/71,6.16857872089,12.01632876,0,1971,3,16,1971
"10760",03/17/71,6.90740241652,13.40823232,0,1971,3,17,1971
"10761",03/18/71,6.90740241652,14.10106324,0,1971,3,18,1971
"10762",03/19/71,6.54131860337,13.75152692,0,1971,3,19,1971
"10763",03/20/71,5.42975502526,11.67303416,0,1971,3,20,1971
"10764",03/21/71,6.16857872089,12.70915968,0,1971,3,21,1971
"10765",03/22/71,6.16857872089,12.70915968,0,1971,3,22,1971
"10766",03/23/71,5.06367121211,12.70915968,0,1971,3,23,1971
"10767",03/24/71,1.73563654711,7.50980692,0,1971,3,24,1971
"10768",03/25/71,2.84054405589,7.85934324,0,1971,3,25,1971
"10769",03/26/71,3.952107634,10.63066692,0,1971,3,26,1971
"10770",03/27/71,1.73563654711,8.55217416,0,1971,3,27,1971
"10771",03/28/71,-1.59239811789,4.04565232,0,1971,3,28,1971
"10772",03/29/71,-0.48749060911,4.38894692,0,1971,3,29,1971
"10773",03/30/71,-0.11475072663,5.43131416,0,1971,3,30,1971
"10774",03/31/71,1.73563654711,6.12414508,0,1971,3,31,1971
"10775",04/01/71,3.21328393837,8.89546876,0,1971,4,1,1971
"10776",04/02/71,5.06367121211,10.63066692,0,1971,4,2,1971
"10777",04/03/71,4.69093132963,9.58829968,0,1971,4,3,1971
"10778",04/04/71,4.69093132963,10.98020324,0,1971,4,4,1971
"10779",04/05/71,6.16857872089,12.36586508,0,1971,4,5,1971
"10780",04/06/71,6.90740241652,10.63066692,0,1971,4,6,1971
"10781",04/07/71,3.21328393837,8.55217416,2.58,1971,4,7,1971
"10782",04/08/71,2.10172036026,8.55217416,0,1971,4,8,1971
"10783",04/09/71,3.21328393837,9.937836,0,1971,4,9,1971
"10784",04/10/71,3.57936775152,10.28737232,0,1971,4,10,1971
"10785",04/11/71,3.952107634,9.58829968,3.87,1971,4,11,1971
"10786",04/12/71,2.84054405589,8.55217416,2.58,1971,4,12,1971
"10787",04/13/71,0.99681285148,4.04565232,33.54,1971,4,13,1971
"10788",04/14/71,-2.33122181352,5.08177784,37.41,1971,4,14,1971
"10789",04/15/71,-2.703961696,3.00328508,0,1971,4,15,1971
"10790",04/16/71,2.84054405589,8.89546876,0,1971,4,16,1971
"10791",04/17/71,3.952107634,11.67303416,0,1971,4,17,1971
"10792",04/18/71,3.952107634,10.98020324,0,1971,4,18,1971
"10793",04/19/71,1.36289666463,7.50980692,0,1971,4,19,1971
"10794",04/20/71,0.25133308652,4.38894692,0,1971,4,20,1971
"10795",04/21/71,0.99681285148,5.77460876,0,1971,4,21,1971
"10796",04/22/71,3.21328393837,8.89546876,0,1971,4,22,1971
"10797",04/23/71,4.69093132963,10.98020324,0,1971,4,23,1971
"10798",04/24/71,5.06367121211,13.058696,0,1971,4,24,1971
"10799",04/25/71,3.57936775152,13.058696,0,1971,4,25,1971
"10800",04/26/71,2.10172036026,8.89546876,0,1971,4,26,1971
"10801",04/27/71,4.32484751648,9.24500508,0,1971,4,27,1971
"10802",04/28/71,6.54131860337,13.058696,0,1971,4,28,1971
"10803",04/29/71,6.54131860337,14.10106324,0,1971,4,29,1971
"10804",04/30/71,4.69093132963,13.058696,0,1971,4,30,1971
"10805",05/01/71,5.06367121211,11.32349784,0,1971,5,1,1971
"10806",05/02/71,7.65288218148,13.40823232,0,1971,5,2,1971
"10807",05/03/71,7.280142299,14.79389416,0,1971,5,3,1971
"10808",05/04/71,7.65288218148,15.48672508,0,1971,5,4,1971
"10809",05/05/71,8.01896599463,15.13718876,0,1971,5,5,1971
"10810",05/06/71,6.16857872089,13.75152692,0,1971,5,6,1971
"10811",05/07/71,4.69093132963,11.32349784,0,1971,5,7,1971
"10812",05/08/71,4.69093132963,9.58829968,0,1971,5,8,1971
"10813",05/09/71,3.57936775152,9.937836,0,1971,5,9,1971
"10814",05/10/71,3.21328393837,7.85934324,0,1971,5,10,1971
"10815",05/11/71,3.952107634,7.16651232,0,1971,5,11,1971
"10816",05/12/71,6.16857872089,12.70915968,0,1971,5,12,1971
"10817",05/13/71,8.01896599463,14.79389416,0,1971,5,13,1971
"10818",05/14/71,8.75778969026,16.52909232,0,1971,5,14,1971
"10819",05/15/71,9.86935326837,16.87238692,0,1971,5,15,1971
"10820",05/16/71,9.86935326837,17.91475416,0,1971,5,16,1971
"10821",05/17/71,9.13052957274,17.56521784,0,1971,5,17,1971
"10822",05/18/71,5.80249490774,14.79389416,0,1971,5,18,1971
"10823",05/19/71,4.69093132963,12.70915968,0,1971,5,19,1971
"10824",05/20/71,2.84054405589,8.89546876,0,1971,5,20,1971
"10825",05/21/71,0.99681285148,4.04565232,16.77,1971,5,21,1971
"10826",05/22/71,0.99681285148,5.77460876,1.29,1971,5,22,1971
"10827",05/23/71,1.73563654711,6.46743968,0,1971,5,23,1971
"10828",05/24/71,5.80249490774,11.67303416,0,1971,5,24,1971
"10829",05/25/71,5.80249490774,13.40823232,0,1971,5,25,1971
"10830",05/26/71,6.16857872089,12.70915968,0,1971,5,26,1971
"10831",05/27/71,7.65288218148,14.44435784,0,1971,5,27,1971
"10832",05/28/71,9.13052957274,15.83001968,0,1971,5,28,1971
"10833",05/29/71,9.49661338589,16.87238692,0,1971,5,29,1971
"10834",05/30/71,10.23543708152,16.87238692,0,1971,5,30,1971
"10835",05/31/71,11.34700065963,18.25804876,0,1971,5,31,1971
"10836",06/01/71,11.71974054211,18.25804876,0,1971,6,1,1971
"10837",06/02/71,11.34700065963,18.25804876,0,1971,6,2,1971
"10838",06/03/71,12.08582435526,18.60758508,0,1971,6,3,1971
"10839",06/04/71,10.608176964,17.56521784,0,1971,6,4,1971
"10840",06/05/71,9.86935326837,16.52909232,0,1971,6,5,1971
"10841",06/06/71,10.98091684648,16.87238692,0,1971,6,6,1971
"10842",06/07/71,9.86935326837,17.56521784,3.87,1971,6,7,1971
"10843",06/08/71,8.75778969026,15.83001968,3.87,1971,6,8,1971
"10844",06/09/71,8.75778969026,16.179556,19.35,1971,6,9,1971
"10845",06/10/71,8.75778969026,12.70915968,19.35,1971,6,10,1971
"10846",06/11/71,6.16857872089,9.937836,0,1971,6,11,1971
"10847",06/12/71,4.32484751648,8.20263784,1.29,1971,6,12,1971
"10848",06/13/71,6.90740241652,15.13718876,0,1971,6,13,1971
"10849",06/14/71,9.13052957274,16.87238692,0,1971,6,14,1971
"10850",06/15/71,9.49661338589,16.87238692,0,1971,6,15,1971
"10851",06/16/71,9.86935326837,16.52909232,0,1971,6,16,1971
"10852",06/17/71,9.86935326837,16.52909232,0,1971,6,17,1971
"10853",06/18/71,9.49661338589,16.52909232,0,1971,6,18,1971
"10854",06/19/71,10.23543708152,17.56521784,0,1971,6,19,1971
"10855",06/20/71,10.98091684648,17.91475416,0,1971,6,20,1971
"10856",06/21/71,9.86935326837,17.56521784,0,1971,6,21,1971
"10857",06/22/71,10.608176964,18.25804876,0,1971,6,22,1971
"10858",06/23/71,10.23543708152,17.56521784,0,1971,6,23,1971
"10859",06/24/71,7.65288218148,15.83001968,0,1971,6,24,1971
"10860",06/25/71,6.54131860337,14.79389416,0,1971,6,25,1971
"10861",06/26/71,6.16857872089,12.01632876,0,1971,6,26,1971
"10862",06/27/71,7.65288218148,14.79389416,0,1971,6,27,1971
"10863",06/28/71,9.49661338589,16.179556,0,1971,6,28,1971
"10864",06/29/71,12.08582435526,17.91475416,0,1971,6,29,1971
"10865",06/30/71,13.19738793337,19.99324692,0,1971,6,30,1971
"10866",07/01/71,15.41385902026,22.77081232,0,1971,7,1,1971
"10867",07/02/71,14.67503532463,23.11410692,0,1971,7,2,1971
"10868",07/03/71,13.19738793337,22.07173968,0,1971,7,3,1971
"10869",07/04/71,12.82464805089,20.68607784,0,1971,7,4,1971
"10870",07/05/71,13.19738793337,20.68607784,0,1971,7,5,1971
"10871",07/06/71,13.56347174652,21.37890876,0,1971,7,6,1971
"10872",07/07/71,12.08582435526,20.68607784,0,1971,7,7,1971
"10873",07/08/71,11.71974054211,19.64995232,0,1971,7,8,1971
"10874",07/09/71,12.82464805089,19.300416,0,1971,7,9,1971
"10875",07/10/71,11.34700065963,18.60758508,0,1971,7,10,1971
"10876",07/11/71,11.34700065963,18.60758508,0,1971,7,11,1971
"10877",07/12/71,11.71974054211,18.60758508,0,1971,7,12,1971
"10878",07/13/71,12.82464805089,19.300416,0,1971,7,13,1971
"10879",07/14/71,14.30895151148,21.03561416,0,1971,7,14,1971
"10880",07/15/71,16.15268271589,22.421276,0,1971,7,15,1971
"10881",07/16/71,15.78659890274,23.80693784,0,1971,7,16,1971
"10882",07/17/71,15.41385902026,23.80693784,0,1971,7,17,1971
"10883",07/18/71,13.56347174652,21.72844508,0,1971,7,18,1971
"10884",07/19/71,11.71974054211,19.99324692,0,1971,7,19,1971
"10885",07/20/71,10.98091684648,18.60758508,0,1971,7,20,1971
"10886",07/21/71,9.49661338589,17.56521784,0,1971,7,21,1971
"10887",07/22/71,6.54131860337,13.058696,0,1971,7,22,1971
"10888",07/23/71,8.39170587711,14.79389416,0,1971,7,23,1971
"10889",07/24/71,10.608176964,17.56521784,0,1971,7,24,1971
"10890",07/25/71,8.01896599463,18.25804876,0,1971,7,25,1971
"10891",07/26/71,9.86935326837,17.22192324,0,1971,7,26,1971
"10892",07/27/71,9.86935326837,17.91475416,0,1971,7,27,1971
"10893",07/28/71,10.608176964,18.25804876,0,1971,7,28,1971
"10894",07/29/71,11.34700065963,19.64995232,0,1971,7,29,1971
"10895",07/30/71,12.08582435526,22.421276,0,1971,7,30,1971
"10896",07/31/71,13.19738793337,18.60758508,1.29,1971,7,31,1971
"10897",08/01/71,13.19738793337,19.64995232,0,1971,8,1,1971
"10898",08/02/71,12.08582435526,19.64995232,0,1971,8,2,1971
"10899",08/03/71,10.98091684648,18.95087968,0,1971,8,3,1971
"10900",08/04/71,10.98091684648,18.60758508,0,1971,8,4,1971
"10901",08/05/71,11.34700065963,18.95087968,0,1971,8,5,1971
"10902",08/06/71,12.82464805089,19.64995232,0,1971,8,6,1971
"10903",08/07/71,14.30895151148,21.37890876,0,1971,8,7,1971
"10904",08/08/71,14.67503532463,21.72844508,0,1971,8,8,1971
"10905",08/09/71,13.936211629,21.72844508,0,1971,8,9,1971
"10906",08/10/71,13.56347174652,20.68607784,0,1971,8,10,1971
"10907",08/11/71,13.56347174652,21.03561416,0,1971,8,11,1971
"10908",08/12/71,13.19738793337,19.99324692,0,1971,8,12,1971
"10909",08/13/71,12.45856423774,19.64995232,0,1971,8,13,1971
"10910",08/14/71,11.34700065963,17.56521784,0,1971,8,14,1971
"10911",08/15/71,8.39170587711,15.83001968,0,1971,8,15,1971
"10912",08/16/71,6.54131860337,14.10106324,0,1971,8,16,1971
"10913",08/17/71,6.54131860337,13.75152692,0,1971,8,17,1971
"10914",08/18/71,7.65288218148,14.10106324,0,1971,8,18,1971
"10915",08/19/71,8.01896599463,14.79389416,0,1971,8,19,1971
"10916",08/20/71,8.39170587711,15.48672508,0,1971,8,20,1971
"10917",08/21/71,8.01896599463,14.79389416,0,1971,8,21,1971
"10918",08/22/71,9.49661338589,15.83001968,0,1971,8,22,1971
"10919",08/23/71,10.608176964,17.22192324,0,1971,8,23,1971
"10920",08/24/71,10.98091684648,18.25804876,0,1971,8,24,1971
"10921",08/25/71,10.608176964,18.95087968,0,1971,8,25,1971
"10922",08/26/71,10.608176964,17.22192324,0,1971,8,26,1971
"10923",08/27/71,11.34700065963,18.25804876,0,1971,8,27,1971
"10924",08/28/71,11.71974054211,18.95087968,0,1971,8,28,1971
"10925",08/29/71,11.34700065963,17.91475416,1.29,1971,8,29,1971
"10926",08/30/71,10.23543708152,14.79389416,2.58,1971,8,30,1971
"10927",08/31/71,11.34700065963,17.91475416,0,1971,8,31,1971
"10928",09/01/71,12.82464805089,16.87238692,0,1971,9,1,1971
"10929",09/02/71,12.08582435526,18.25804876,0,1971,9,2,1971
"10930",09/03/71,12.82464805089,18.95087968,0,1971,9,3,1971
"10931",09/04/71,11.34700065963,18.25804876,0,1971,9,4,1971
"10932",09/05/71,11.34700065963,17.56521784,0,1971,9,5,1971
"10933",09/06/71,10.608176964,13.75152692,5.16,1971,9,6,1971
"10934",09/07/71,7.280142299,13.75152692,24.51,1971,9,7,1971
"10935",09/08/71,8.39170587711,13.058696,6.45,1971,9,8,1971
"10936",09/09/71,9.13052957274,15.83001968,0,1971,9,9,1971
"10937",09/10/71,9.49661338589,16.52909232,0,1971,9,10,1971
"10938",09/11/71,8.39170587711,15.13718876,0,1971,9,11,1971
"10939",09/12/71,5.42975502526,13.75152692,0,1971,9,12,1971
"10940",09/13/71,4.69093132963,13.058696,0,1971,9,13,1971
"10941",09/14/71,6.54131860337,13.75152692,0,1971,9,14,1971
"10942",09/15/71,7.280142299,16.179556,0,1971,9,15,1971
"10943",09/16/71,10.23543708152,17.22192324,0,1971,9,16,1971
"10944",09/17/71,10.608176964,17.56521784,0,1971,9,17,1971
"10945",09/18/71,9.49661338589,17.22192324,0,1971,9,18,1971
"10946",09/19/71,8.75778969026,16.52909232,0,1971,9,19,1971
"10947",09/20/71,6.16857872089,13.40823232,0,1971,9,20,1971
"10948",09/21/71,6.54131860337,10.98020324,0,1971,9,21,1971
"10949",09/22/71,8.39170587711,16.52909232,0,1971,9,22,1971
"10950",09/23/71,8.39170587711,16.87238692,0,1971,9,23,1971
"10951",09/24/71,8.01896599463,15.13718876,0,1971,9,24,1971
"10952",09/25/71,6.90740241652,14.79389416,0,1971,9,25,1971
"10953",09/26/71,6.16857872089,13.058696,0,1971,9,26,1971
"10954",09/27/71,6.16857872089,12.70915968,0,1971,9,27,1971
"10955",09/28/71,7.280142299,13.058696,0,1971,9,28,1971
"10956",09/29/71,7.65288218148,13.75152692,0,1971,9,29,1971
"10957",09/30/71,8.39170587711,14.44435784,0,1971,9,30,1971
"10958",10/01/71,10.608176964,15.13718876,0,1971,10,1,1972
"10959",10/02/71,10.23543708152,17.56521784,0,1971,10,2,1972
"10960",10/03/71,5.80249490774,13.058696,0,1971,10,3,1972
"10961",10/04/71,6.54131860337,10.63066692,0,1971,10,4,1972
"10962",10/05/71,6.90740241652,12.70915968,7.74,1971,10,5,1972
"10963",10/06/71,6.90740241652,10.28737232,12.9,1971,10,6,1972
"10964",10/07/71,7.65288218148,14.10106324,0,1971,10,7,1972
"10965",10/08/71,8.39170587711,14.79389416,0,1971,10,8,1972
"10966",10/09/71,7.65288218148,13.40823232,0,1971,10,9,1972
"10967",10/10/71,6.16857872089,12.70915968,0,1971,10,10,1972
"10968",10/11/71,3.57936775152,8.55217416,1.29,1971,10,11,1972
"10969",10/12/71,3.952107634,8.89546876,0,1971,10,12,1972
"10970",10/13/71,4.69093132963,10.63066692,0,1971,10,13,1972
"10971",10/14/71,5.06367121211,11.32349784,0,1971,10,14,1972
"10972",10/15/71,5.80249490774,11.32349784,0,1971,10,15,1972
"10973",10/16/71,3.952107634,9.58829968,0,1971,10,16,1972
"10974",10/17/71,3.952107634,9.937836,0,1971,10,17,1972
"10975",10/18/71,3.57936775152,8.89546876,0,1971,10,18,1972
"10976",10/19/71,3.57936775152,9.24500508,0,1971,10,19,1972
"10977",10/20/71,3.57936775152,9.58829968,3.87,1971,10,20,1972
"10978",10/21/71,3.57936775152,9.58829968,30.96,1971,10,21,1972
"10979",10/22/71,3.952107634,6.46743968,3.87,1971,10,22,1972
"10980",10/23/71,4.69093132963,11.32349784,0,1971,10,23,1972
"10981",10/24/71,6.16857872089,12.70915968,0,1971,10,24,1972
"10982",10/25/71,6.16857872089,12.36586508,0,1971,10,25,1972
"10983",10/26/71,4.32484751648,10.98020324,0,1971,10,26,1972
"10984",10/27/71,3.952107634,10.98020324,0,1971,10,27,1972
"10985",10/28/71,3.952107634,9.937836,0,1971,10,28,1972
"10986",10/29/71,2.84054405589,7.16651232,0,1971,10,29,1972
"10987",10/30/71,2.47446024274,8.55217416,0,1971,10,30,1972
"10988",10/31/71,-1.22631430474,6.46743968,0,1971,10,31,1972
"10989",11/01/71,0.25133308652,6.12414508,0,1971,11,1,1972
"10990",11/02/71,3.21328393837,6.46743968,0,1971,11,2,1972
"10991",11/03/71,5.06367121211,10.28737232,0,1971,11,3,1972
"10992",11/04/71,5.42975502526,10.98020324,0,1971,11,4,1972
"10993",11/05/71,3.21328393837,12.01632876,25.8,1971,11,5,1972
"10994",11/06/71,2.10172036026,6.46743968,14.19,1971,11,6,1972
"10995",11/07/71,2.10172036026,7.50980692,0,1971,11,7,1972
"10996",11/08/71,3.952107634,8.89546876,0,1971,11,8,1972
"10997",11/09/71,1.36289666463,6.46743968,27.09,1971,11,9,1972
"10998",11/10/71,1.36289666463,6.816976,0,1971,11,10,1972
"10999",11/11/71,3.57936775152,9.58829968,0,1971,11,11,1972
"11000",11/12/71,1.36289666463,5.77460876,52.89,1971,11,12,1972
"11001",11/13/71,-1.22631430474,3.34657968,12.9,1971,11,13,1972
"11002",11/14/71,0.25133308652,8.89546876,0,1971,11,14,1972
"11003",11/15/71,2.84054405589,6.12414508,60.63,1971,11,15,1972
"11004",11/16/71,1.73563654711,4.38894692,79.98,1971,11,16,1972
"11005",11/17/71,1.73563654711,6.12414508,28.38,1971,11,17,1972
"11006",11/18/71,1.36289666463,4.38894692,12.9,1971,11,18,1972
"11007",11/19/71,-0.11475072663,6.12414508,0,1971,11,19,1972
"11008",11/20/71,0.25133308652,5.77460876,0,1971,11,20,1972
"11009",11/21/71,-1.59239811789,4.73848324,9.03,1971,11,21,1972
"11010",11/22/71,-0.85357442226,6.46743968,0,1971,11,22,1972
"11011",11/23/71,0.624072969,6.816976,0,1971,11,23,1972
"11012",11/24/71,-0.85357442226,8.55217416,0,1971,11,24,1972
"11013",11/25/71,0.25133308652,8.55217416,0,1971,11,25,1972
"11014",11/26/71,2.84054405589,10.63066692,0,1971,11,26,1972
"11015",11/27/71,5.80249490774,13.40823232,0,1971,11,27,1972
"11016",11/28/71,5.80249490774,13.75152692,0,1971,11,28,1972
"11017",11/29/71,3.952107634,12.01632876,0,1971,11,29,1972
"11018",11/30/71,3.57936775152,10.98020324,0,1971,11,30,1972
"11019",12/01/71,4.32484751648,13.058696,0,1971,12,1,1972
"11020",12/02/71,5.42975502526,13.75152692,0,1971,12,2,1972
"11021",12/03/71,4.69093132963,13.75152692,0,1971,12,3,1972
"11022",12/04/71,2.84054405589,12.36586508,0,1971,12,4,1972
"11023",12/05/71,1.36289666463,9.58829968,61.92,1971,12,5,1972
"11024",12/06/71,-5.29317266537,1.96091784,19.35,1971,12,6,1972
"11025",12/07/71,-4.92043278289,1.26808692,1.29,1971,12,7,1972
"11026",12/08/71,-4.18160908726,1.26808692,41.28,1971,12,8,1972
"11027",12/09/71,-3.44278539163,0.92479232,32.25,1971,12,9,1972
"11028",12/10/71,-9.360031026,-2.19606768,14.19,1971,12,10,1972
"11029",12/11/71,-8.24846744789,2.31045416,0,1971,12,11,1972
"11030",12/12/71,-6.40473624348,-0.81040584,0,1971,12,12,1972
"11031",12/13/71,-6.031996361,1.96091784,0,1971,12,13,1972
"11032",12/14/71,-5.29317266537,3.696116,0,1971,12,14,1972
"11033",12/15/71,-4.18160908726,4.73848324,0,1971,12,15,1972
"11034",12/16/71,-0.48749060911,6.12414508,0,1971,12,16,1972
"11035",12/17/71,0.99681285148,7.85934324,0,1971,12,17,1972
"11036",12/18/71,4.32484751648,9.937836,11.61,1971,12,18,1972
"11037",12/19/71,3.952107634,8.20263784,9.03,1971,12,19,1972
"11038",12/20/71,4.69093132963,11.67303416,5.16,1971,12,20,1972
"11039",12/21/71,3.952107634,9.24500508,0,1971,12,21,1972
"11040",12/22/71,5.06367121211,12.36586508,0,1971,12,22,1972
"11041",12/23/71,4.69093132963,10.63066692,0,1971,12,23,1972
"11042",12/24/71,2.10172036026,7.16651232,0,1971,12,24,1972
"11043",12/25/71,1.73563654711,9.937836,0,1971,12,25,1972
"11044",12/26/71,2.84054405589,8.89546876,0,1971,12,26,1972
"11045",12/27/71,4.32484751648,9.937836,0,1971,12,27,1972
"11046",12/28/71,5.06367121211,14.10106324,0,1971,12,28,1972
"11047",12/29/71,-0.48749060911,9.937836,20.64,1971,12,29,1972
"11048",12/30/71,-3.81552527411,1.96091784,1.29,1971,12,30,1972
"11049",12/31/71,-3.44278539163,4.04565232,0,1971,12,31,1972
"11050",01/01/72,-0.48749060911,8.20263784,0,1972,1,1,1972
"11051",01/02/72,-1.59239811789,4.38894692,0,1972,1,2,1972
"11052",01/03/72,-1.22631430474,8.89546876,0,1972,1,3,1972
"11053",01/04/72,-0.48749060911,8.20263784,0,1972,1,4,1972
"11054",01/05/72,-4.55434896974,0.575256,0,1972,1,5,1972
"11055",01/06/72,-4.55434896974,1.26808692,0,1972,1,6,1972
"11056",01/07/72,-2.703961696,5.77460876,0,1972,1,7,1972
"11057",01/08/72,-1.59239811789,6.12414508,0,1972,1,8,1972
"11058",01/09/72,-1.59239811789,5.77460876,0,1972,1,9,1972
"11059",01/10/72,1.36289666463,4.38894692,87.72,1972,1,10,1972
"11060",01/11/72,-0.11475072663,3.696116,16.77,1972,1,11,1972
"11061",01/12/72,-0.11475072663,6.816976,0,1972,1,12,1972
"11062",01/13/72,3.952107634,8.89546876,0,1972,1,13,1972
"11063",01/14/72,4.69093132963,10.28737232,0,1972,1,14,1972
"11064",01/15/72,5.42975502526,13.40823232,0,1972,1,15,1972
"11065",01/16/72,5.06367121211,12.36586508,0,1972,1,16,1972
"11066",01/17/72,3.57936775152,9.24500508,27.09,1972,1,17,1972
"11067",01/18/72,0.25133308652,5.08177784,175.44,1972,1,18,1972
"11068",01/19/72,0.99681285148,5.08177784,32.25,1972,1,19,1972
"11069",01/20/72,-3.07670157848,4.04565232,165.12,1972,1,20,1972
"11070",01/21/72,-4.18160908726,0.575256,2.58,1972,1,21,1972
"11071",01/22/72,-4.18160908726,7.16651232,3.87,1972,1,22,1972
"11072",01/23/72,-2.33122181352,4.73848324,0,1972,1,23,1972
"11073",01/24/72,-1.96513800037,6.816976,0,1972,1,24,1972
"11074",01/25/72,0.624072969,8.55217416,0,1972,1,25,1972
"11075",01/26/72,1.36289666463,9.58829968,0,1972,1,26,1972
"11076",01/27/72,-2.703961696,3.00328508,5.16,1972,1,27,1972
"11077",01/28/72,-2.33122181352,5.43131416,0,1972,1,28,1972
"11078",01/29/72,2.47446024274,9.58829968,0,1972,1,29,1972
"11079",01/30/72,2.84054405589,10.98020324,0,1972,1,30,1972
"11080",01/31/72,1.36289666463,7.16651232,7.74,1972,1,31,1972
"11081",02/01/72,-1.22631430474,4.38894692,11.61,1972,2,1,1972
"11082",02/02/72,-0.85357442226,4.38894692,0,1972,2,2,1972
"11083",02/03/72,0.624072969,9.937836,0,1972,2,3,1972
"11084",02/04/72,3.21328393837,7.50980692,2.58,1972,2,4,1972
"11085",02/05/72,2.47446024274,4.73848324,23.22,1972,2,5,1972
"11086",02/06/72,0.624072969,5.77460876,0,1972,2,6,1972
"11087",02/07/72,0.624072969,6.816976,12.9,1972,2,7,1972
"11088",02/08/72,2.84054405589,4.38894692,42.57,1972,2,8,1972
"11089",02/09/72,0.624072969,5.43131416,10.32,1972,2,9,1972
"11090",02/10/72,0.624072969,6.816976,0,1972,2,10,1972
"11091",02/11/72,1.73563654711,6.46743968,55.47,1972,2,11,1972
"11092",02/12/72,1.73563654711,3.696116,108.36,1972,2,12,1972
"11093",02/13/72,0.624072969,2.65374876,69.66,1972,2,13,1972
"11094",02/14/72,-0.48749060911,4.73848324,18.06,1972,2,14,1972
"11095",02/15/72,-0.11475072663,5.43131416,0,1972,2,15,1972
"11096",02/16/72,-1.96513800037,3.34657968,28.38,1972,2,16,1972
"11097",02/17/72,-0.85357442226,8.20263784,0,1972,2,17,1972
"11098",02/18/72,-0.11475072663,7.50980692,0,1972,2,18,1972
"11099",02/19/72,0.624072969,8.89546876,0,1972,2,19,1972
"11100",02/20/72,1.36289666463,9.24500508,0,1972,2,20,1972
"11101",02/21/72,1.73563654711,10.63066692,0,1972,2,21,1972
"11102",02/22/72,2.84054405589,10.28737232,0,1972,2,22,1972
"11103",02/23/72,0.99681285148,7.50980692,0,1972,2,23,1972
"11104",02/24/72,0.99681285148,7.85934324,0,1972,2,24,1972
"11105",02/25/72,2.10172036026,8.55217416,2.58,1972,2,25,1972
"11106",02/26/72,-0.11475072663,7.85934324,5.16,1972,2,26,1972
"11107",02/27/72,1.36289666463,9.58829968,0,1972,2,27,1972
"11108",02/28/72,3.57936775152,7.16651232,16.77,1972,2,28,1972
"11109",02/29/72,2.47446024274,6.816976,78.69,1972,2,29,1972
"11110",03/01/72,1.73563654711,6.46743968,0,1972,3,1,1972
"11111",03/02/72,-0.11475072663,5.43131416,1.29,1972,3,2,1972
"11112",03/03/72,1.36289666463,6.816976,0,1972,3,3,1972
"11113",03/04/72,-0.11475072663,6.816976,41.28,1972,3,4,1972
"11114",03/05/72,-2.703961696,5.08177784,3.87,1972,3,5,1972
"11115",03/06/72,-1.22631430474,6.46743968,7.74,1972,3,6,1972
"11116",03/07/72,-1.22631430474,4.73848324,27.09,1972,3,7,1972
"11117",03/08/72,0.624072969,7.85934324,0,1972,3,8,1972
"11118",03/09/72,-0.11475072663,4.38894692,0,1972,3,9,1972
"11119",03/10/72,0.99681285148,7.50980692,0,1972,3,10,1972
"11120",03/11/72,-0.11475072663,9.24500508,85.14,1972,3,11,1972
"11121",03/12/72,-2.33122181352,1.96091784,5.16,1972,3,12,1972
"11122",03/13/72,-0.48749060911,3.00328508,6.45,1972,3,13,1972
"11123",03/14/72,-3.81552527411,1.61762324,41.28,1972,3,14,1972
"11124",03/15/72,-1.22631430474,6.12414508,0,1972,3,15,1972
"11125",03/16/72,0.25133308652,8.55217416,0,1972,3,16,1972
"11126",03/17/72,1.73563654711,9.58829968,0,1972,3,17,1972
"11127",03/18/72,-1.59239811789,6.12414508,3.87,1972,3,18,1972
"11128",03/19/72,0.25133308652,6.46743968,0,1972,3,19,1972
"11129",03/20/72,0.25133308652,7.85934324,59.34,1972,3,20,1972
"11130",03/21/72,-3.07670157848,3.00328508,5.16,1972,3,21,1972
"11131",03/22/72,-3.81552527411,3.00328508,39.99,1972,3,22,1972
"11132",03/23/72,-1.96513800037,3.696116,0,1972,3,23,1972
"11133",03/24/72,0.99681285148,7.85934324,0,1972,3,24,1972
"11134",03/25/72,2.47446024274,9.24500508,0,1972,3,25,1972
"11135",03/26/72,1.36289666463,7.85934324,20.64,1972,3,26,1972
"11136",03/27/72,1.73563654711,5.08177784,3.87,1972,3,27,1972
"11137",03/28/72,0.624072969,5.08177784,14.19,1972,3,28,1972
"11138",03/29/72,-0.85357442226,2.65374876,7.74,1972,3,29,1972
"11139",03/30/72,-0.48749060911,6.12414508,0,1972,3,30,1972
"11140",03/31/72,1.36289666463,5.43131416,1.29,1972,3,31,1972
"11141",04/01/72,-0.85357442226,7.50980692,0,1972,4,1,1972
"11142",04/02/72,-2.703961696,3.00328508,5.16,1972,4,2,1972
"11143",04/03/72,1.36289666463,6.46743968,0,1972,4,3,1972
"11144",04/04/72,4.69093132963,8.89546876,0,1972,4,4,1972
"11145",04/05/72,2.84054405589,10.98020324,0,1972,4,5,1972
"11146",04/06/72,3.952107634,11.32349784,0,1972,4,6,1972
"11147",04/07/72,3.952107634,11.67303416,0,1972,4,7,1972
"11148",04/08/72,3.21328393837,11.32349784,0,1972,4,8,1972
"11149",04/09/72,3.952107634,11.32349784,0,1972,4,9,1972
"11150",04/10/72,4.69093132963,11.67303416,0,1972,4,10,1972
"11151",04/11/72,4.69093132963,12.70915968,0,1972,4,11,1972
"11152",04/12/72,3.952107634,12.36586508,0,1972,4,12,1972
