year,month,date,site,transect,QUAD,SIDE,SP_CODE,SIZE,COUNT,AREA,VIS,OBS_CODE,SURVEY_TIMING,NOTES,TAXON_GENUS,TAXON_SPECIES,GROUP,SURVEY,TAXON_KINGDOM,TAXON_PHYLUM,TAXON_CLASS,TAXON_ORDER,TAXON_FAMILY,TAXON_FORMER_GENUS,TAXON_FORMER_SPECIES,COMMON_NAME,Substrate_type,Mobility,Growth_morph
2009,1,1/12/09,MOHK,1,-99999,-99999,DVAC,20,1,80,4,36,S,-99999,Rhacochilus,vacca,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Damalichthys,vacca,Pile Surfperch,HARD,MOBILE,SOLITARY
2009,1,1/12/09,MOHK,1,-99999,-99999,DVAC,21,1,80,4,36,S,-99999,Rhacochilus,vacca,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Damalichthys,vacca,Pile Surfperch,HARD,MOBILE,SOLITARY
2009,2,2/3/09,MOHK,1,-99999,-99999,DVAC,22,1,80,4.6,36,S,-99999,Rhacochilus,vacca,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Damalichthys,vacca,Pile Surfperch,HARD,MOBILE,SOLITARY
2009,2,2/3/09,MOHK,1,-99999,-99999,DVAC,26,1,80,4.6,36,S,-99999,Rhacochilus,vacca,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Damalichthys,vacca,Pile Surfperch,HARD,MOBILE,SOLITARY
2009,2,2/3/09,MOHK,1,-99999,-99999,DVAC,28,1,80,4.6,36,S,-99999,Rhacochilus,vacca,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Damalichthys,vacca,Pile Surfperch,HARD,MOBILE,SOLITARY
2009,4,4/2/09,MOHK,1,-99999,-99999,DVAC,10,1,80,2.5,31,S,-99999,Rhacochilus,vacca,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Damalichthys,vacca,Pile Surfperch,HARD,MOBILE,SOLITARY
2009,4,4/2/09,MOHK,1,-99999,-99999,DVAC,12,1,80,2.5,31,S,-99999,Rhacochilus,vacca,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Damalichthys,vacca,Pile Surfperch,HARD,MOBILE,SOLITARY
2009,6,6/2/09,MOHK,1,-99999,-99999,DVAC,15,1,80,3,36,S,-99999,Rhacochilus,vacca,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Damalichthys,vacca,Pile Surfperch,HARD,MOBILE,SOLITARY
2009,7,7/23/09,MOHK,1,-99999,-99999,DVAC,10,1,80,3,31,A,-99999,Rhacochilus,vacca,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Damalichthys,vacca,Pile Surfperch,HARD,MOBILE,SOLITARY
2009,7,7/23/09,MOHK,1,-99999,-99999,DVAC,12,1,80,3,31,A,-99999,Rhacochilus,vacca,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Damalichthys,vacca,Pile Surfperch,HARD,MOBILE,SOLITARY
2009,7,7/23/09,MOHK,1,-99999,-99999,DVAC,16,1,80,3,31,A,-99999,Rhacochilus,vacca,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Damalichthys,vacca,Pile Surfperch,HARD,MOBILE,SOLITARY
2009,9,9/2/09,MOHK,1,-99999,-99999,DVAC,15,1,80,3,36,S,-99999,Rhacochilus,vacca,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Damalichthys,vacca,Pile Surfperch,HARD,MOBILE,SOLITARY
2009,9,9/2/09,MOHK,1,-99999,-99999,DVAC,18,1,80,3,36,S,-99999,Rhacochilus,vacca,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Damalichthys,vacca,Pile Surfperch,HARD,MOBILE,SOLITARY
2009,9,9/2/09,MOHK,1,-99999,-99999,DVAC,20,1,80,3,36,S,-99999,Rhacochilus,vacca,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Damalichthys,vacca,Pile Surfperch,HARD,MOBILE,SOLITARY
2009,10,10/5/09,MOHK,1,-99999,-99999,DVAC,16,1,80,2,36,S,-99999,Rhacochilus,vacca,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Damalichthys,vacca,Pile Surfperch,HARD,MOBILE,SOLITARY
2009,10,10/5/09,MOHK,1,-99999,-99999,DVAC,20,1,80,2,36,S,-99999,Rhacochilus,vacca,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Damalichthys,vacca,Pile Surfperch,HARD,MOBILE,SOLITARY
2009,11,11/2/09,MOHK,1,-99999,-99999,DVAC,26,1,80,4.2,36,S,-99999,Rhacochilus,vacca,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Damalichthys,vacca,Pile Surfperch,HARD,MOBILE,SOLITARY
2009,1,1/12/09,MOHK,1,-99999,-99999,EJAC,9,3,80,4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,1,1/12/09,MOHK,1,-99999,-99999,EJAC,12,6,80,4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,1,1/12/09,MOHK,1,-99999,-99999,EJAC,14,10,80,4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,1,1/12/09,MOHK,1,-99999,-99999,EJAC,15,5,80,4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,1,1/12/09,MOHK,1,-99999,-99999,EJAC,17,1,80,4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,1,1/12/09,MOHK,1,-99999,-99999,EJAC,20,40,80,4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,1,1/12/09,MOHK,1,-99999,-99999,EJAC,25,3,80,4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,1,1/12/09,MOHK,1,-99999,-99999,EJAC,26,1,80,4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,2,2/3/09,MOHK,1,-99999,-99999,EJAC,15,5,80,4.6,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,2,2/3/09,MOHK,1,-99999,-99999,EJAC,18,6,80,4.6,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,2,2/3/09,MOHK,1,-99999,-99999,EJAC,20,5,80,4.6,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,2,2/3/09,MOHK,1,-99999,-99999,EJAC,22,8,80,4.6,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,2,2/3/09,MOHK,1,-99999,-99999,EJAC,26,3,80,4.6,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,4,4/2/09,MOHK,1,-99999,-99999,EJAC,10,7,80,2.5,31,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,4,4/2/09,MOHK,1,-99999,-99999,EJAC,12,1,80,2.5,31,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,5,5/5/09,MOHK,1,-99999,-99999,EJAC,10,1,80,1.4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,5,5/5/09,MOHK,1,-99999,-99999,EJAC,12,1,80,1.4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,6,6/2/09,MOHK,1,-99999,-99999,EJAC,14,1,80,3,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,6,6/2/09,MOHK,1,-99999,-99999,EJAC,15,1,80,3,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,6,6/2/09,MOHK,1,-99999,-99999,EJAC,16,1,80,3,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,6,6/2/09,MOHK,1,-99999,-99999,EJAC,18,1,80,3,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,6,6/2/09,MOHK,1,-99999,-99999,EJAC,20,1,80,3,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,7,7/23/09,MOHK,1,-99999,-99999,EJAC,12,1,80,3,31,A,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,7,7/23/09,MOHK,1,-99999,-99999,EJAC,24,1,80,3,31,A,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,8,8/6/09,MOHK,1,-99999,-99999,EJAC,15,1,80,2.6,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,8,8/6/09,MOHK,1,-99999,-99999,EJAC,16,1,80,2.6,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,8,8/6/09,MOHK,1,-99999,-99999,EJAC,17,1,80,2.6,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,8,8/6/09,MOHK,1,-99999,-99999,EJAC,27,1,80,2.6,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,8,8/6/09,MOHK,1,-99999,-99999,EJAC,30,1,80,2.6,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,9,9/2/09,MOHK,1,-99999,-99999,EJAC,14,1,80,3,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,9,9/2/09,MOHK,1,-99999,-99999,EJAC,15,2,80,3,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,9,9/2/09,MOHK,1,-99999,-99999,EJAC,16,1,80,3,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,9,9/2/09,MOHK,1,-99999,-99999,EJAC,17,1,80,3,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,9,9/2/09,MOHK,1,-99999,-99999,EJAC,22,1,80,3,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,10,10/5/09,MOHK,1,-99999,-99999,EJAC,10,1,80,2,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,10,10/5/09,MOHK,1,-99999,-99999,EJAC,15,3,80,2,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,10,10/5/09,MOHK,1,-99999,-99999,EJAC,17,8,80,2,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,10,10/5/09,MOHK,1,-99999,-99999,EJAC,20,1,80,2,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,10,10/5/09,MOHK,1,-99999,-99999,EJAC,28,1,80,2,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,11,11/2/09,MOHK,1,-99999,-99999,EJAC,10,1,80,4.2,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,11,11/2/09,MOHK,1,-99999,-99999,EJAC,12,4,80,4.2,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,11,11/2/09,MOHK,1,-99999,-99999,EJAC,15,11,80,4.2,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,11,11/2/09,MOHK,1,-99999,-99999,EJAC,17,1,80,4.2,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,11,11/2/09,MOHK,1,-99999,-99999,EJAC,18,1,80,4.2,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,11,11/2/09,MOHK,1,-99999,-99999,EJAC,22,1,80,4.2,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,11,11/2/09,MOHK,1,-99999,-99999,EJAC,25,1,80,4.2,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,11,11/2/09,MOHK,1,-99999,-99999,EJAC,27,1,80,4.2,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,12,12/3/09,MOHK,1,-99999,-99999,EJAC,14,3,80,2.4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,12,12/3/09,MOHK,1,-99999,-99999,EJAC,15,1,80,2.4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,12,12/3/09,MOHK,1,-99999,-99999,EJAC,17,1,80,2.4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,12,12/3/09,MOHK,1,-99999,-99999,EJAC,20,1,80,2.4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,12,12/3/09,MOHK,1,-99999,-99999,EJAC,25,1,80,2.4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,12,12/3/09,MOHK,1,-99999,-99999,EJAC,26,2,80,2.4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,12,12/3/09,MOHK,1,-99999,-99999,EJAC,28,1,80,2.4,36,S,-99999,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2009,9,9/2/09,MOHK,1,-99999,-99999,ELAT,14,1,80,3,36,S,-99999,Embiotoca,lateralis,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Striped Surfperch,HARD,MOBILE,SOLITARY
2009,1,1/12/09,MOHK,1,-99999,-99999,GNIG,25,3,80,4,36,S,-99999,Girella,nigricans,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,-99999,-99999,Opaleye,HARD,MOBILE,SOLITARY
2009,1,1/12/09,MOHK,1,-99999,-99999,GNIG,32,8,80,4,36,S,-99999,Girella,nigricans,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,-99999,-99999,Opaleye,HARD,MOBILE,SOLITARY
2009,1,1/12/09,MOHK,1,-99999,-99999,GNIG,40,4,80,4,36,S,-99999,Girella,nigricans,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,-99999,-99999,Opaleye,HARD,MOBILE,SOLITARY
2009,2,2/3/09,MOHK,1,-99999,-99999,GNIG,20,1,80,4.6,36,S,-99999,Girella,nigricans,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,-99999,-99999,Opaleye,HARD,MOBILE,SOLITARY
2009,2,2/3/09,MOHK,1,-99999,-99999,GNIG,24,1,80,4.6,36,S,-99999,Girella,nigricans,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,-99999,-99999,Opaleye,HARD,MOBILE,SOLITARY
2009,6,6/2/09,MOHK,1,-99999,-99999,GNIG,30,3,80,3,36,S,-99999,Girella,nigricans,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,-99999,-99999,Opaleye,HARD,MOBILE,SOLITARY
2009,6,6/2/09,MOHK,1,-99999,-99999,GNIG,35,1,80,3,36,S,-99999,Girella,nigricans,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,-99999,-99999,Opaleye,HARD,MOBILE,SOLITARY
2009,6,6/2/09,MOHK,1,-99999,-99999,GNIG,36,1,80,3,36,S,-99999,Girella,nigricans,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,-99999,-99999,Opaleye,HARD,MOBILE,SOLITARY
2009,9,9/2/09,MOHK,1,-99999,-99999,GNIG,27,1,80,3,36,S,-99999,Girella,nigricans,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,-99999,-99999,Opaleye,HARD,MOBILE,SOLITARY
2009,1,1/12/09,MOHK,1,-99999,-99999,HCAR,12,1,80,4,36,S,-99999,Hypsurus,caryi,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rainbow Surfperch,HARD,MOBILE,SOLITARY
2009,1,1/12/09,MOHK,1,-99999,-99999,HCAR,14,1,80,4,36,S,-99999,Hypsurus,caryi,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rainbow Surfperch,HARD,MOBILE,SOLITARY
2009,4,4/2/09,MOHK,1,-99999,-99999,HCAR,14,1,80,2.5,31,S,-99999,Hypsurus,caryi,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rainbow Surfperch,HARD,MOBILE,SOLITARY
2009,6,6/2/09,MOHK,1,-99999,-99999,HCAR,12,1,80,3,36,S,-99999,Hypsurus,caryi,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rainbow Surfperch,HARD,MOBILE,SOLITARY
2009,7,7/23/09,MOHK,1,-99999,-99999,HCAR,10,3,80,3,31,A,-99999,Hypsurus,caryi,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rainbow Surfperch,HARD,MOBILE,SOLITARY
2009,7,7/23/09,MOHK,1,-99999,-99999,HCAR,12,1,80,3,31,A,-99999,Hypsurus,caryi,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rainbow Surfperch,HARD,MOBILE,SOLITARY
2009,9,9/2/09,MOHK,1,-99999,-99999,HCAR,15,1,80,3,36,S,-99999,Hypsurus,caryi,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rainbow Surfperch,HARD,MOBILE,SOLITARY
2009,9,9/2/09,MOHK,1,-99999,-99999,HCAR,16,1,80,3,36,S,-99999,Hypsurus,caryi,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rainbow Surfperch,HARD,MOBILE,SOLITARY
2009,11,11/2/09,MOHK,1,-99999,-99999,HCAR,10,1,80,4.2,36,S,-99999,Hypsurus,caryi,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rainbow Surfperch,HARD,MOBILE,SOLITARY
2009,11,11/2/09,MOHK,1,-99999,-99999,HCAR,12,1,80,4.2,36,S,-99999,Hypsurus,caryi,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rainbow Surfperch,HARD,MOBILE,SOLITARY
2009,11,11/2/09,MOHK,1,-99999,-99999,HCAR,14,1,80,4.2,36,S,-99999,Hypsurus,caryi,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rainbow Surfperch,HARD,MOBILE,SOLITARY
2009,11,11/2/09,MOHK,1,-99999,-99999,HCAR,15,1,80,4.2,36,S,-99999,Hypsurus,caryi,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rainbow Surfperch,HARD,MOBILE,SOLITARY
2009,10,10/5/09,MOHK,1,-99999,-99999,HDEC,34,1,80,2,36,S,-99999,Hexagrammos,decagrammus,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Kelp Greenling,HARD,MOBILE,SOLITARY
2009,10,10/5/09,MOHK,1,-99999,-99999,HDEC,37,1,80,2,36,S,-99999,Hexagrammos,decagrammus,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Kelp Greenling,HARD,MOBILE,SOLITARY
2009,11,11/2/09,MOHK,1,-99999,-99999,HROS,22,1,80,4.2,36,S,-99999,Heterostichus,rostratus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,-99999,-99999,Giant Kelpfish,HARD,MOBILE,SOLITARY
2009,2,2/3/09,MOHK,1,-99999,-99999,HRUB,32,1,80,4.6,36,S,-99999,Hypsypops,rubicundus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,-99999,-99999,Garibaldi,HARD,MOBILE,SOLITARY
2009,6,6/2/09,MOHK,1,-99999,-99999,HRUB,28,1,80,3,36,S,-99999,Hypsypops,rubicundus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,-99999,-99999,Garibaldi,HARD,MOBILE,SOLITARY
2009,6,6/2/09,MOHK,1,-99999,-99999,HRUB,32,1,80,3,36,S,-99999,Hypsypops,rubicundus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,-99999,-99999,Garibaldi,HARD,MOBILE,SOLITARY
2009,7,7/23/09,MOHK,1,-99999,-99999,HRUB,25,1,80,3,31,A,-99999,Hypsypops,rubicundus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,-99999,-99999,Garibaldi,HARD,MOBILE,SOLITARY
2009,7,7/23/09,MOHK,1,-99999,-99999,HRUB,28,1,80,3,31,A,-99999,Hypsypops,rubicundus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,-99999,-99999,Garibaldi,HARD,MOBILE,SOLITARY
2009,8,8/6/09,MOHK,1,-99999,-99999,HRUB,34,1,80,2.6,36,S,-99999,Hypsypops,rubicundus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,-99999,-99999,Garibaldi,HARD,MOBILE,SOLITARY
